기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201901,미국,성형외과,23.63
201901,미국,대학/종합병원,36.24
201901,미국,피부과,14.21
201901,미국,치과,13.77
201901,미국,약국,5.99
201901,미국,한의학과,3.7
201901,미국,안과,2.42
201901,미국,한약방,0.03
201902,미국,성형외과,21.87
201902,미국,대학/종합병원,35.58
201902,미국,피부과,15.65
201902,미국,치과,14.45
201902,미국,약국,5.68
201902,미국,한의학과,4.01
201902,미국,안과,2.71
201902,미국,한약방,0.05
201903,미국,성형외과,28.43
201903,미국,대학/종합병원,27.88
201903,미국,피부과,16.26
201903,미국,치과,14.73
201903,미국,약국,5.7
201903,미국,한의학과,4.73
201903,미국,안과,2.24
201903,미국,한약방,0.02
201904,미국,성형외과,26.82
201904,미국,대학/종합병원,30.64
201904,미국,피부과,17.37
201904,미국,치과,13.34
201904,미국,약국,5.82
201904,미국,한의학과,3.89
201904,미국,안과,2.03
201904,미국,한약방,0.09
201905,미국,성형외과,24.69
201905,미국,대학/종합병원,27.2
201905,미국,피부과,18.0
201905,미국,치과,16.0
201905,미국,약국,6.21
201905,미국,한의학과,4.99
201905,미국,안과,2.81
201905,미국,한약방,0.1
201906,미국,성형외과,23.09
201906,미국,대학/종합병원,27.92
201906,미국,피부과,19.44
201906,미국,치과,14.56
201906,미국,약국,6.26
201906,미국,한의학과,5.04
201906,미국,안과,3.66
201906,미국,한약방,0.03
201907,미국,성형외과,21.43
201907,미국,대학/종합병원,29.22
201907,미국,피부과,19.3
201907,미국,치과,15.15
201907,미국,약국,6.58
201907,미국,한의학과,5.52
201907,미국,안과,2.76
201907,미국,한약방,0.05
201908,미국,성형외과,26.99
201908,미국,대학/종합병원,26.17
201908,미국,피부과,17.09
201908,미국,치과,15.53
201908,미국,약국,6.57
201908,미국,한의학과,5.3
201908,미국,안과,2.27
201908,미국,한약방,0.1
201909,미국,성형외과,23.71
201909,미국,대학/종합병원,30.32
201909,미국,피부과,17.28
201909,미국,치과,15.62
201909,미국,약국,6.14
201909,미국,한의학과,4.4
201909,미국,안과,2.49
201909,미국,한약방,0.04
201910,미국,성형외과,29.11
201910,미국,대학/종합병원,26.26
201910,미국,피부과,17.69
201910,미국,치과,13.51
201910,미국,약국,6.08
201910,미국,한의학과,4.52
201910,미국,안과,2.79
201910,미국,한약방,0.04
201911,미국,성형외과,25.99
201911,미국,대학/종합병원,27.8
201911,미국,피부과,18.91
201911,미국,치과,14.28
201911,미국,약국,6.49
201911,미국,한의학과,4.25
201911,미국,안과,2.26
201911,미국,한약방,0.03
201912,미국,성형외과,28.34
201912,미국,대학/종합병원,24.76
201912,미국,피부과,20.29
201912,미국,치과,13.81
201912,미국,약국,6.15
201912,미국,한의학과,4.48
201912,미국,안과,2.14
201912,미국,한약방,0.04
