국가명,KTO카테고리소분류,소비건수비율(카테고리별)
미국,대학/종합병원,23.78
미국,성형외과,3.64
미국,안과,2.33
미국,약국,44.29
미국,치과,9.94
미국,피부과,10.03
미국,한약방,0.08
미국,한의학과,5.9
