기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202101,글로벌,약국,39.87
202101,글로벌,대학/종합병원,31.36
202101,글로벌,피부과,8.22
202101,글로벌,치과,10.36
202101,글로벌,한의학과,5.94
202101,글로벌,성형외과,2.44
202101,글로벌,안과,1.77
202101,글로벌,한약방,0.04
202102,글로벌,약국,38.7
202102,글로벌,대학/종합병원,34.84
202102,글로벌,피부과,7.53
202102,글로벌,치과,9.16
202102,글로벌,한의학과,5.84
202102,글로벌,성형외과,2.27
202102,글로벌,안과,1.62
202102,글로벌,한약방,0.04
202103,글로벌,약국,38.88
202103,글로벌,대학/종합병원,33.42
202103,글로벌,피부과,8.36
202103,글로벌,치과,9.07
202103,글로벌,한의학과,5.96
202103,글로벌,성형외과,2.38
202103,글로벌,안과,1.89
202103,글로벌,한약방,0.04
202104,글로벌,약국,39.23
202104,글로벌,대학/종합병원,33.57
202104,글로벌,피부과,8.0
202104,글로벌,치과,9.2
202104,글로벌,한의학과,5.63
202104,글로벌,성형외과,2.43
202104,글로벌,안과,1.88
202104,글로벌,한약방,0.06
202105,글로벌,약국,39.69
202105,글로벌,대학/종합병원,33.18
202105,글로벌,피부과,8.26
202105,글로벌,치과,8.98
202105,글로벌,한의학과,5.39
202105,글로벌,성형외과,2.59
202105,글로벌,안과,1.87
202105,글로벌,한약방,0.04
202106,글로벌,약국,37.51
202106,글로벌,대학/종합병원,35.37
202106,글로벌,피부과,8.32
202106,글로벌,치과,9.29
202106,글로벌,한의학과,4.85
202106,글로벌,성형외과,2.67
202106,글로벌,안과,1.94
202106,글로벌,한약방,0.05
202107,글로벌,약국,36.92
202107,글로벌,대학/종합병원,35.37
202107,글로벌,피부과,8.62
202107,글로벌,치과,9.42
202107,글로벌,한의학과,4.78
202107,글로벌,성형외과,2.63
202107,글로벌,안과,2.21
202107,글로벌,한약방,0.05
202108,글로벌,약국,38.23
202108,글로벌,대학/종합병원,35.3
202108,글로벌,피부과,7.68
202108,글로벌,치과,9.06
202108,글로벌,한의학과,5.05
202108,글로벌,성형외과,2.55
202108,글로벌,안과,2.08
202108,글로벌,한약방,0.06
202109,글로벌,약국,42.23
202109,글로벌,대학/종합병원,31.17
202109,글로벌,피부과,8.36
202109,글로벌,치과,8.61
202109,글로벌,한의학과,4.85
202109,글로벌,성형외과,2.9
202109,글로벌,안과,1.81
202109,글로벌,한약방,0.07
202110,글로벌,약국,41.45
202110,글로벌,대학/종합병원,31.61
202110,글로벌,피부과,8.32
202110,글로벌,치과,9.01
202110,글로벌,한의학과,4.67
202110,글로벌,성형외과,2.99
202110,글로벌,안과,1.88
202110,글로벌,한약방,0.06
202111,글로벌,약국,39.86
202111,글로벌,대학/종합병원,33.91
202111,글로벌,피부과,8.04
202111,글로벌,치과,8.68
202111,글로벌,한의학과,4.4
202111,글로벌,성형외과,3.13
202111,글로벌,안과,1.91
202111,글로벌,한약방,0.07
202112,글로벌,약국,40.9
202112,글로벌,대학/종합병원,32.85
202112,글로벌,피부과,8.49
202112,글로벌,치과,8.29
202112,글로벌,한의학과,4.64
202112,글로벌,성형외과,2.82
202112,글로벌,안과,1.97
202112,글로벌,한약방,0.05
