국가명,기준연월,소비건수
글로벌,202101,32879.0
글로벌,202102,31155.0
글로벌,202103,38506.0
글로벌,202104,39508.0
글로벌,202105,40833.0
글로벌,202106,49819.0
글로벌,202107,56165.0
글로벌,202108,50897.0
글로벌,202109,44603.0
글로벌,202110,49540.0
글로벌,202111,54222.0
글로벌,202112,51639.0
