기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202101,글로벌,대학/종합병원,39.93
202101,글로벌,성형외과,12.78
202101,글로벌,피부과,14.91
202101,글로벌,치과,17.78
202101,글로벌,약국,7.32
202101,글로벌,한의학과,5.83
202101,글로벌,안과,1.43
202101,글로벌,한약방,0.02
202102,글로벌,대학/종합병원,42.59
202102,글로벌,성형외과,12.44
202102,글로벌,피부과,14.52
202102,글로벌,치과,14.77
202102,글로벌,약국,6.85
202102,글로벌,한의학과,6.01
202102,글로벌,안과,2.79
202102,글로벌,한약방,0.03
202103,글로벌,대학/종합병원,38.76
202103,글로벌,성형외과,14.21
202103,글로벌,피부과,15.66
202103,글로벌,치과,16.94
202103,글로벌,약국,6.75
202103,글로벌,한의학과,5.63
202103,글로벌,안과,2.05
202103,글로벌,한약방,0.01
202104,글로벌,대학/종합병원,36.88
202104,글로벌,성형외과,14.91
202104,글로벌,피부과,15.59
202104,글로벌,치과,18.0
202104,글로벌,약국,6.57
202104,글로벌,한의학과,5.32
202104,글로벌,안과,2.69
202104,글로벌,한약방,0.03
202105,글로벌,대학/종합병원,39.47
202105,글로벌,성형외과,13.4
202105,글로벌,피부과,15.57
202105,글로벌,치과,17.33
202105,글로벌,약국,6.51
202105,글로벌,한의학과,4.98
202105,글로벌,안과,2.72
202105,글로벌,한약방,0.01
202106,글로벌,대학/종합병원,42.16
202106,글로벌,성형외과,13.74
202106,글로벌,피부과,15.13
202106,글로벌,치과,15.45
202106,글로벌,약국,6.06
202106,글로벌,한의학과,4.54
202106,글로벌,안과,2.89
202106,글로벌,한약방,0.03
202107,글로벌,대학/종합병원,39.62
202107,글로벌,성형외과,13.96
202107,글로벌,피부과,16.09
202107,글로벌,치과,15.4
202107,글로벌,약국,6.35
202107,글로벌,한의학과,5.16
202107,글로벌,안과,3.37
202107,글로벌,한약방,0.04
202108,글로벌,대학/종합병원,39.63
202108,글로벌,성형외과,14.87
202108,글로벌,피부과,14.99
202108,글로벌,치과,15.58
202108,글로벌,약국,7.29
202108,글로벌,한의학과,4.57
202108,글로벌,안과,3.01
202108,글로벌,한약방,0.06
202109,글로벌,대학/종합병원,36.78
202109,글로벌,성형외과,14.34
202109,글로벌,피부과,18.54
202109,글로벌,치과,15.28
202109,글로벌,약국,7.32
202109,글로벌,한의학과,5.1
202109,글로벌,안과,2.59
202109,글로벌,한약방,0.05
202110,글로벌,대학/종합병원,39.19
202110,글로벌,성형외과,15.04
202110,글로벌,피부과,16.89
202110,글로벌,치과,14.81
202110,글로벌,약국,6.67
202110,글로벌,한의학과,5.06
202110,글로벌,안과,2.29
202110,글로벌,한약방,0.05
202111,글로벌,대학/종합병원,38.4
202111,글로벌,성형외과,17.75
202111,글로벌,피부과,16.83
202111,글로벌,치과,13.61
202111,글로벌,약국,6.23
202111,글로벌,한의학과,4.31
202111,글로벌,안과,2.83
202111,글로벌,한약방,0.05
202112,글로벌,대학/종합병원,40.58
202112,글로벌,성형외과,16.14
202112,글로벌,피부과,15.99
202112,글로벌,치과,13.59
202112,글로벌,약국,6.66
202112,글로벌,한의학과,4.53
202112,글로벌,안과,2.5
202112,글로벌,한약방,0.03
