국가명,KTO카테고리소분류,소비건수비율(카테고리별)
일본,대학/종합병원,32.29
일본,성형외과,4.06
일본,안과,1.27
일본,약국,36.49
일본,치과,7.98
일본,피부과,7.96
일본,한약방,0.07
일본,한의학과,9.88
