,국가명,KTO카테고리소분류,소비건수비율
202101,일본,전체,8.29
202102,일본,전체,8.09
202103,일본,전체,8.24
202104,일본,전체,7.29
202105,일본,전체,7.4
202106,일본,전체,6.89
202107,일본,전체,5.69
202108,일본,전체,7.08
202109,일본,전체,7.95
202110,일본,전체,7.35
202111,일본,전체,7.41
202112,일본,전체,7.67
