기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202101,일본,성형외과,12.76
202101,일본,대학/종합병원,22.98
202101,일본,한의학과,31.02
202101,일본,치과,12.87
202101,일본,피부과,14.61
202101,일본,약국,5.02
202101,일본,안과,0.66
202101,일본,한약방,0.07
202102,일본,성형외과,17.59
202102,일본,대학/종합병원,19.53
202102,일본,한의학과,29.52
202102,일본,치과,15.63
202102,일본,피부과,10.25
202102,일본,약국,4.71
202102,일본,안과,2.51
202102,일본,한약방,0.27
202103,일본,성형외과,24.46
202103,일본,대학/종합병원,22.25
202103,일본,한의학과,22.31
202103,일본,치과,14.43
202103,일본,피부과,11.67
202103,일본,약국,4.37
202103,일본,안과,0.52
202103,일본,한약방,0.0
202104,일본,성형외과,11.43
202104,일본,대학/종합병원,21.35
202104,일본,한의학과,31.02
202104,일본,치과,16.37
202104,일본,피부과,13.4
202104,일본,약국,5.5
202104,일본,안과,0.92
202104,일본,한약방,0.01
202105,일본,성형외과,18.81
202105,일본,대학/종합병원,24.36
202105,일본,한의학과,21.61
202105,일본,치과,18.91
202105,일본,피부과,11.8
202105,일본,약국,4.39
202105,일본,안과,0.13
202105,일본,한약방,0.0
202106,일본,성형외과,11.69
202106,일본,대학/종합병원,25.17
202106,일본,한의학과,26.96
202106,일본,치과,17.76
202106,일본,피부과,12.42
202106,일본,약국,5.76
202106,일본,안과,0.22
202106,일본,한약방,0.0
202107,일본,성형외과,11.82
202107,일본,대학/종합병원,27.53
202107,일본,한의학과,24.34
202107,일본,치과,17.06
202107,일본,피부과,13.53
202107,일본,약국,5.34
202107,일본,안과,0.35
202107,일본,한약방,0.03
202108,일본,성형외과,18.44
202108,일본,대학/종합병원,21.77
202108,일본,한의학과,18.06
202108,일본,치과,12.91
202108,일본,피부과,21.18
202108,일본,약국,6.15
202108,일본,안과,1.48
202108,일본,한약방,0.01
202109,일본,성형외과,17.12
202109,일본,대학/종합병원,21.57
202109,일본,한의학과,21.2
202109,일본,치과,15.45
202109,일본,피부과,17.11
202109,일본,약국,5.61
202109,일본,안과,1.94
202110,일본,성형외과,17.82
202110,일본,대학/종합병원,22.69
202110,일본,한의학과,18.02
202110,일본,치과,16.63
202110,일본,피부과,18.91
202110,일본,약국,5.56
202110,일본,안과,0.38
202110,일본,한약방,0.0
202111,일본,성형외과,28.73
202111,일본,대학/종합병원,23.36
202111,일본,한의학과,15.06
202111,일본,치과,14.5
202111,일본,피부과,12.24
202111,일본,약국,4.99
202111,일본,안과,1.06
202111,일본,한약방,0.04
202112,일본,성형외과,23.17
202112,일본,대학/종합병원,22.68
202112,일본,한의학과,18.3
202112,일본,치과,15.5
202112,일본,피부과,13.98
202112,일본,약국,5.45
202112,일본,안과,0.92
202112,일본,한약방,0.0
