,국가명,KTO카테고리소분류,소비금액비율
202101,일본,전체,6.29
202102,일본,전체,7.54
202103,일본,전체,7.67
202104,일본,전체,6.09
202105,일본,전체,6.87
202106,일본,전체,5.25
202107,일본,전체,4.85
202108,일본,전체,6.27
202109,일본,전체,6.84
202110,일본,전체,5.91
202111,일본,전체,6.71
202112,일본,전체,6.66
