기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202101,일본,약국,33.17
202101,일본,대학/종합병원,31.16
202101,일본,치과,8.22
202101,일본,피부과,8.37
202101,일본,한의학과,14.24
202101,일본,성형외과,3.08
202101,일본,안과,1.69
202101,일본,한약방,0.07
202102,일본,약국,33.03
202102,일본,대학/종합병원,32.0
202102,일본,치과,7.3
202102,일본,피부과,7.11
202102,일본,한의학과,15.52
202102,일본,성형외과,3.41
202102,일본,안과,1.51
202102,일본,한약방,0.12
202103,일본,약국,34.06
202103,일본,대학/종합병원,33.02
202103,일본,치과,7.44
202103,일본,피부과,7.94
202103,일본,한의학과,12.16
202103,일본,성형외과,3.65
202103,일본,안과,1.67
202103,일본,한약방,0.06
202104,일본,약국,36.78
202104,일본,대학/종합병원,32.51
202104,일본,치과,8.13
202104,일본,피부과,7.29
202104,일본,한의학과,11.43
202104,일본,성형외과,2.43
202104,일본,안과,1.35
202104,일본,한약방,0.07
202105,일본,약국,36.29
202105,일본,대학/종합병원,33.91
202105,일본,치과,8.34
202105,일본,피부과,7.62
202105,일본,한의학과,9.6
202105,일본,성형외과,3.25
202105,일본,안과,0.93
202105,일본,한약방,0.07
202106,일본,약국,36.69
202106,일본,대학/종합병원,34.42
202106,일본,치과,7.78
202106,일본,피부과,7.16
202106,일본,한의학과,10.19
202106,일본,성형외과,2.48
202106,일본,안과,1.22
202106,일본,한약방,0.06
202107,일본,약국,36.8
202107,일본,대학/종합병원,32.01
202107,일본,치과,8.89
202107,일본,피부과,7.23
202107,일본,한의학과,9.95
202107,일본,성형외과,3.63
202107,일본,안과,1.44
202107,일본,한약방,0.06
202108,일본,약국,37.61
202108,일본,대학/종합병원,32.76
202108,일본,치과,7.02
202108,일본,피부과,8.1
202108,일본,한의학과,8.68
202108,일본,성형외과,4.38
202108,일본,안과,1.33
202108,일본,한약방,0.11
202109,일본,약국,38.49
202109,일본,대학/종합병원,30.22
202109,일본,치과,7.73
202109,일본,피부과,8.66
202109,일본,한의학과,8.41
202109,일본,성형외과,5.53
202109,일본,안과,0.96
202110,일본,약국,40.32
202110,일본,대학/종합병원,28.18
202110,일본,치과,8.1
202110,일본,피부과,9.78
202110,일본,한의학과,7.42
202110,일본,성형외과,5.05
202110,일본,안과,1.1
202110,일본,한약방,0.05
202111,일본,약국,35.43
202111,일본,대학/종합병원,33.86
202111,일본,치과,8.24
202111,일본,피부과,7.79
202111,일본,한의학과,7.04
202111,일본,성형외과,6.39
202111,일본,안과,1.12
202111,일본,한약방,0.12
202112,일본,약국,37.16
202112,일본,대학/종합병원,33.27
202112,일본,치과,8.51
202112,일본,피부과,8.03
202112,일본,한의학과,7.75
202112,일본,성형외과,4.09
202112,일본,안과,1.16
202112,일본,한약방,0.03
