기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202601,일본,약국,63.55
202601,일본,피부과,26.46
202601,일본,성형외과,6.75
202601,일본,치과,1.24
202601,일본,한의학과,1.06
202601,일본,대학/종합병원,0.68
202601,일본,안과,0.22
202601,일본,한약방,0.03
202602,일본,약국,65.38
202602,일본,피부과,25.41
202602,일본,성형외과,6.3
202602,일본,치과,1.07
202602,일본,한의학과,0.94
202602,일본,대학/종합병원,0.67
202602,일본,안과,0.2
202602,일본,한약방,0.02
202603,일본,약국,68.06
202603,일본,피부과,24.29
202603,일본,성형외과,5.35
202603,일본,치과,0.86
202603,일본,한의학과,0.75
202603,일본,대학/종합병원,0.46
202603,일본,안과,0.18
202603,일본,한약방,0.04
202604,일본,약국,66.87
202604,일본,피부과,23.96
202604,일본,성형외과,6.39
202604,일본,치과,1.08
202604,일본,한의학과,0.91
202604,일본,대학/종합병원,0.57
202604,일본,안과,0.19
202604,일본,한약방,0.04
202605,일본,약국,68.82
202605,일본,피부과,23.09
202605,일본,성형외과,5.68
202605,일본,치과,0.94
202605,일본,한의학과,0.84
202605,일본,대학/종합병원,0.5
202605,일본,안과,0.13
202605,일본,한약방,0.02
202606,일본,약국,67.63
202606,일본,피부과,24.38
202606,일본,성형외과,5.7
202606,일본,치과,0.88
202606,일본,한의학과,0.81
202606,일본,대학/종합병원,0.43
202606,일본,안과,0.12
202606,일본,한약방,0.04
