국가명,KTO카테고리소분류,소비금액비율(카테고리별)
일본,대학/종합병원,0.72
일본,성형외과,22.83
일본,안과,0.48
일본,약국,16.77
일본,치과,2.75
일본,피부과,55.21
일본,한약방,0.01
일본,한의학과,1.23
