기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202601,일본,피부과,54.19
202601,일본,성형외과,25.7
202601,일본,약국,14.61
202601,일본,치과,2.63
202601,일본,한의학과,1.41
202601,일본,대학/종합병원,0.71
202601,일본,안과,0.75
202601,일본,한약방,0.0
202602,일본,피부과,53.46
202602,일본,성형외과,25.8
202602,일본,약국,14.69
202602,일본,치과,2.92
202602,일본,한의학과,1.45
202602,일본,대학/종합병원,1.02
202602,일본,안과,0.66
202602,일본,한약방,0.0
202603,일본,피부과,56.43
202603,일본,성형외과,21.39
202603,일본,약국,17.07
202603,일본,치과,2.86
202603,일본,한의학과,1.22
202603,일본,대학/종합병원,0.57
202603,일본,안과,0.45
202603,일본,한약방,0.01
202604,일본,피부과,54.39
202604,일본,성형외과,24.19
202604,일본,약국,16.16
202604,일본,치과,2.82
202604,일본,한의학과,1.18
202604,일본,대학/종합병원,0.84
202604,일본,안과,0.42
202604,일본,한약방,0.01
202605,일본,피부과,55.1
202605,일본,성형외과,21.56
202605,일본,약국,18.37
202605,일본,치과,2.72
202605,일본,한의학과,1.12
202605,일본,대학/종합병원,0.72
202605,일본,안과,0.41
202605,일본,한약방,0.0
202606,일본,피부과,56.56
202606,일본,성형외과,20.77
202606,일본,약국,17.99
202606,일본,치과,2.58
202606,일본,한의학과,1.14
202606,일본,대학/종합병원,0.6
202606,일본,안과,0.35
202606,일본,한약방,0.02
