국가명,KTO카테고리소분류,소비건수비율(카테고리별)
일본,대학/종합병원,0.53
일본,성형외과,5.94
일본,안과,0.17
일본,약국,67.08
일본,치과,0.98
일본,피부과,24.4
일본,한약방,0.03
일본,한의학과,0.87
