,국가명,KTO카테고리소분류,소비건수비율
202501,일본,전체,19.94
202502,일본,전체,24.44
202503,일본,전체,23.99
202504,일본,전체,16.54
202505,일본,전체,19.64
202506,일본,전체,21.31
202507,일본,전체,22.52
202508,일본,전체,25.22
202509,일본,전체,24.96
202510,일본,전체,19.21
202511,일본,전체,22.79
202512,일본,전체,20.79
