,국가명,KTO카테고리소분류,소비금액비율
202501,일본,전체,18.4
202502,일본,전체,20.84
202503,일본,전체,18.92
202504,일본,전체,14.56
202505,일본,전체,17.32
202506,일본,전체,18.69
202507,일본,전체,20.32
202508,일본,전체,21.37
202509,일본,전체,19.83
202510,일본,전체,15.88
202511,일본,전체,18.46
202512,일본,전체,17.59
