기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201801,홍콩,약국,37.0
201801,홍콩,대학/종합병원,21.7
201801,홍콩,피부과,16.98
201801,홍콩,치과,10.17
201801,홍콩,성형외과,8.28
201801,홍콩,한의학과,3.77
201801,홍콩,안과,1.99
201801,홍콩,한약방,0.1
201802,홍콩,약국,42.62
201802,홍콩,대학/종합병원,21.84
201802,홍콩,피부과,12.72
201802,홍콩,치과,9.13
201802,홍콩,성형외과,7.18
201802,홍콩,한의학과,5.05
201802,홍콩,안과,1.36
201802,홍콩,한약방,0.1
201803,홍콩,약국,37.28
201803,홍콩,대학/종합병원,23.12
201803,홍콩,피부과,15.13
201803,홍콩,치과,7.23
201803,홍콩,성형외과,10.5
201803,홍콩,한의학과,5.97
201803,홍콩,안과,0.67
201803,홍콩,한약방,0.1
201804,홍콩,약국,37.03
201804,홍콩,대학/종합병원,19.08
201804,홍콩,피부과,16.32
201804,홍콩,치과,9.02
201804,홍콩,성형외과,8.87
201804,홍콩,한의학과,7.9
201804,홍콩,안과,1.64
201804,홍콩,한약방,0.15
201805,홍콩,약국,38.51
201805,홍콩,대학/종합병원,19.09
201805,홍콩,피부과,17.68
201805,홍콩,치과,8.71
201805,홍콩,성형외과,6.72
201805,홍콩,한의학과,7.88
201805,홍콩,안과,1.24
201805,홍콩,한약방,0.17
201806,홍콩,약국,37.17
201806,홍콩,대학/종합병원,19.93
201806,홍콩,피부과,16.15
201806,홍콩,치과,9.34
201806,홍콩,성형외과,8.49
201806,홍콩,한의학과,7.06
201806,홍콩,안과,1.51
201806,홍콩,한약방,0.34
201807,홍콩,약국,32.96
201807,홍콩,대학/종합병원,24.95
201807,홍콩,피부과,13.22
201807,홍콩,치과,13.29
201807,홍콩,성형외과,6.91
201807,홍콩,한의학과,5.99
201807,홍콩,안과,2.67
201808,홍콩,약국,35.91
201808,홍콩,대학/종합병원,22.56
201808,홍콩,피부과,16.21
201808,홍콩,치과,11.07
201808,홍콩,성형외과,7.08
201808,홍콩,한의학과,5.46
201808,홍콩,안과,1.71
201809,홍콩,약국,41.13
201809,홍콩,대학/종합병원,15.53
201809,홍콩,피부과,19.32
201809,홍콩,치과,8.04
201809,홍콩,성형외과,10.17
201809,홍콩,한의학과,4.16
201809,홍콩,안과,1.48
201809,홍콩,한약방,0.18
201810,홍콩,약국,39.24
201810,홍콩,대학/종합병원,17.65
201810,홍콩,피부과,17.73
201810,홍콩,치과,8.21
201810,홍콩,성형외과,9.03
201810,홍콩,한의학과,5.42
201810,홍콩,안과,2.63
201810,홍콩,한약방,0.08
201811,홍콩,약국,41.41
201811,홍콩,대학/종합병원,18.28
201811,홍콩,피부과,15.14
201811,홍콩,치과,8.08
201811,홍콩,성형외과,9.61
201811,홍콩,한의학과,5.7
201811,홍콩,안과,1.62
201811,홍콩,한약방,0.17
201812,홍콩,약국,39.33
201812,홍콩,대학/종합병원,19.18
201812,홍콩,피부과,15.92
201812,홍콩,치과,10.37
201812,홍콩,성형외과,7.96
201812,홍콩,한의학과,4.44
201812,홍콩,안과,2.74
201812,홍콩,한약방,0.07
