,국가명,KTO카테고리소분류,소비건수비율
201801,홍콩,전체,2.0
201802,홍콩,전체,2.49
201803,홍콩,전체,2.03
201804,홍콩,전체,2.36
201805,홍콩,전체,2.05
201806,홍콩,전체,2.06
201807,홍콩,전체,2.55
201808,홍콩,전체,2.28
201809,홍콩,전체,2.22
201810,홍콩,전체,1.89
201811,홍콩,전체,1.77
201812,홍콩,전체,2.47
