국가명,KTO카테고리소분류,소비금액비율(카테고리별)
홍콩,대학/종합병원,18.12
홍콩,성형외과,35.47
홍콩,안과,0.67
홍콩,약국,4.17
홍콩,치과,8.91
홍콩,피부과,28.58
홍콩,한약방,0.09
홍콩,한의학과,3.98
