국가명,KTO카테고리소분류,소비건수비율(카테고리별)
홍콩,대학/종합병원,20.28
홍콩,성형외과,8.33
홍콩,안과,1.83
홍콩,약국,38.14
홍콩,치과,9.53
홍콩,피부과,15.99
홍콩,한약방,0.12
홍콩,한의학과,5.78
