국가명,KTO카테고리소분류,소비금액비율(카테고리별)
대만,대학/종합병원,0.44
대만,성형외과,14.77
대만,안과,2.35
대만,약국,7.66
대만,치과,0.72
대만,피부과,73.82
대만,한약방,0.0
대만,한의학과,0.22
