방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
중국,서울특별시,쇼핑업,기타관광쇼핑,57.6,28.0
중국,서울특별시,쇼핑업,레저용품쇼핑,57.6,2.1
중국,서울특별시,쇼핑업,대형쇼핑몰,57.6,53.6
중국,서울특별시,쇼핑업,면세점,57.6,16.3
중국,서울특별시,숙박업,기타숙박,15.2,11.6
중국,서울특별시,숙박업,캠핑장/펜션,15.2,0.2
중국,서울특별시,숙박업,호텔,15.2,88.1
중국,서울특별시,숙박업,콘도,15.2,0.1
중국,서울특별시,식음료업,제과음료업,12.5,13.0
중국,서울특별시,식음료업,일반외식업,12.5,87.0
중국,서울특별시,여가서비스업,문화서비스,0.7,19.3
중국,서울특별시,여가서비스업,기타레저,0.7,73.8
중국,서울특별시,여가서비스업,골프장,0.7,6.9
중국,서울특별시,여가서비스업,관광유원시설,0.7,0.0
중국,서울특별시,여행업,여행업,0.5,100.0
중국,서울특별시,운송업,항공운송,1.6,42.0
중국,서울특별시,운송업,육상운송,1.6,56.5
중국,서울특별시,운송업,수상운송,1.6,0.2
중국,서울특별시,운송업,렌터카,1.6,1.3
중국,서울특별시,의료웰니스업,뷰티,11.9,25.9
중국,서울특별시,의료웰니스업,의료관광,11.9,74.1
