방문자 거주지,방문지,관광소비비율(%)
홍콩,서울특별시,80.6
홍콩,경기도,7.3
홍콩,인천광역시,4.1
홍콩,부산광역시,3.3
홍콩,제주특별자치도,1.5
홍콩,강원특별자치도,1.1
홍콩,경상남도,0.4
홍콩,대전광역시,0.4
홍콩,대구광역시,0.3
홍콩,경상북도,0.2
홍콩,전라남도,0.2
홍콩,충청북도,0.1
홍콩,전북특별자치도,0.1
홍콩,충청남도,0.1
홍콩,울산광역시,0.1
홍콩,광주광역시,0.1
홍콩,세종특별자치시,0.0
