기준연월,시도명,소비금액_(전체)
202501,충청남도,178397.0
202502,충청남도,192849.0
202503,충청남도,264112.0
202504,충청남도,289177.0
202505,충청남도,286397.0
202506,충청남도,262452.0
202507,충청남도,199313.0
202508,충청남도,179950.0
202509,충청남도,217136.0
202510,충청남도,223511.0
202511,충청남도,250072.0
202512,충청남도,199804.0
