기준연월,시도명,소비건수_(전체)
202501,충청남도,1397.0
202502,충청남도,1196.0
202503,충청남도,1500.0
202504,충청남도,1772.0
202505,충청남도,1722.0
202506,충청남도,1754.0
202507,충청남도,1807.0
202508,충청남도,1407.0
202509,충청남도,1628.0
202510,충청남도,1653.0
202511,충청남도,1965.0
202512,충청남도,1800.0
