방문자 거주지,방문지,방문자 수 비율(%)
미국,서울특별시,23.4
미국,경기도,19.4
미국,인천광역시,14.8
미국,경상남도,10.2
미국,전라남도,6.6
미국,부산광역시,5.6
미국,울산광역시,4.9
미국,충청남도,2.6
미국,경상북도,2.6
미국,전북특별자치도,2.4
미국,제주특별자치도,1.7
미국,강원특별자치도,1.4
미국,충청북도,1.3
미국,대구광역시,1.3
미국,광주광역시,0.9
미국,대전광역시,0.8
미국,세종특별자치시,0.2
