방문자 거주지,방문지,관광소비비율(%)
태국,서울특별시,81.3
태국,경기도,6.8
태국,부산광역시,5.6
태국,인천광역시,3.1
태국,강원특별자치도,0.5
태국,제주특별자치도,0.4
태국,경상남도,0.4
태국,대전광역시,0.3
태국,대구광역시,0.3
태국,경상북도,0.3
태국,충청북도,0.2
태국,충청남도,0.2
태국,전라남도,0.2
태국,전북특별자치도,0.2
태국,광주광역시,0.1
태국,울산광역시,0.1
태국,세종특별자치시,0.0
