기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201801,글로벌,성형외과,30.91
201801,글로벌,대학/종합병원,33.08
201801,글로벌,피부과,18.13
201801,글로벌,치과,7.59
201801,글로벌,약국,4.92
201801,글로벌,한의학과,3.91
201801,글로벌,안과,1.44
201801,글로벌,한약방,0.01
201802,글로벌,성형외과,34.12
201802,글로벌,대학/종합병원,34.08
201802,글로벌,피부과,13.24
201802,글로벌,치과,8.51
201802,글로벌,약국,4.96
201802,글로벌,한의학과,3.24
201802,글로벌,안과,1.81
201802,글로벌,한약방,0.04
201803,글로벌,성형외과,38.62
201803,글로벌,대학/종합병원,29.43
201803,글로벌,피부과,15.68
201803,글로벌,치과,6.78
201803,글로벌,약국,4.99
201803,글로벌,한의학과,3.54
201803,글로벌,안과,0.95
201803,글로벌,한약방,0.02
201804,글로벌,성형외과,36.71
201804,글로벌,대학/종합병원,29.59
201804,글로벌,피부과,15.47
201804,글로벌,치과,8.69
201804,글로벌,약국,5.03
201804,글로벌,한의학과,3.54
201804,글로벌,안과,0.95
201804,글로벌,한약방,0.02
201805,글로벌,성형외과,34.13
201805,글로벌,대학/종합병원,30.0
201805,글로벌,피부과,17.93
201805,글로벌,치과,7.63
201805,글로벌,약국,5.29
201805,글로벌,한의학과,3.65
201805,글로벌,안과,1.31
201805,글로벌,한약방,0.05
201806,글로벌,성형외과,34.76
201806,글로벌,대학/종합병원,29.66
201806,글로벌,피부과,16.64
201806,글로벌,치과,7.2
201806,글로벌,약국,6.02
201806,글로벌,한의학과,4.4
201806,글로벌,안과,1.26
201806,글로벌,한약방,0.05
201807,글로벌,성형외과,32.93
201807,글로벌,대학/종합병원,30.85
201807,글로벌,피부과,17.17
201807,글로벌,치과,8.6
201807,글로벌,약국,5.31
201807,글로벌,한의학과,3.69
201807,글로벌,안과,1.42
201807,글로벌,한약방,0.04
201808,글로벌,성형외과,34.36
201808,글로벌,대학/종합병원,30.28
201808,글로벌,피부과,17.2
201808,글로벌,치과,7.61
201808,글로벌,약국,5.96
201808,글로벌,한의학과,3.71
201808,글로벌,안과,0.87
201808,글로벌,한약방,0.02
201809,글로벌,성형외과,36.71
201809,글로벌,대학/종합병원,25.62
201809,글로벌,피부과,19.63
201809,글로벌,치과,7.71
201809,글로벌,약국,5.64
201809,글로벌,한의학과,3.73
201809,글로벌,안과,0.95
201809,글로벌,한약방,0.02
201810,글로벌,성형외과,33.31
201810,글로벌,대학/종합병원,30.47
201810,글로벌,피부과,18.35
201810,글로벌,치과,7.14
201810,글로벌,약국,5.47
201810,글로벌,한의학과,3.79
201810,글로벌,안과,1.44
201810,글로벌,한약방,0.03
201811,글로벌,성형외과,33.29
201811,글로벌,대학/종합병원,30.11
201811,글로벌,피부과,19.21
201811,글로벌,치과,7.42
201811,글로벌,약국,5.5
201811,글로벌,한의학과,3.24
201811,글로벌,안과,1.18
201811,글로벌,한약방,0.05
201812,글로벌,성형외과,33.72
201812,글로벌,대학/종합병원,28.05
201812,글로벌,피부과,20.44
201812,글로벌,치과,6.79
201812,글로벌,약국,6.0
201812,글로벌,한의학과,3.62
201812,글로벌,안과,1.32
201812,글로벌,한약방,0.07
