국가명,KTO카테고리소분류,소비건수비율(카테고리별)
글로벌,대학/종합병원,24.52
글로벌,성형외과,6.54
글로벌,안과,1.54
글로벌,약국,44.94
글로벌,치과,7.02
글로벌,피부과,10.44
글로벌,한약방,0.13
글로벌,한의학과,4.87
