국가명,KTO카테고리소분류,소비금액비율(카테고리별)
글로벌,대학/종합병원,30.01
글로벌,성형외과,34.46
글로벌,안과,1.23
글로벌,약국,5.44
글로벌,치과,7.61
글로벌,피부과,17.55
글로벌,한약방,0.03
글로벌,한의학과,3.67
