국가명,KTO카테고리소분류,소비금액비율(카테고리별)
중국,대학/종합병원,3.33
중국,성형외과,21.83
중국,안과,0.8
중국,약국,4.03
중국,치과,2.68
중국,피부과,66.12
중국,한약방,0.01
중국,한의학과,1.2
