,국가명,KTO카테고리소분류,소비건수비율
202401,중국,전체,9.64
202402,중국,전체,9.46
202403,중국,전체,7.78
202404,중국,전체,7.77
202405,중국,전체,7.35
202406,중국,전체,7.71
202407,중국,전체,8.26
202408,중국,전체,8.85
202409,중국,전체,8.1
202410,중국,전체,6.94
202411,중국,전체,6.74
202412,중국,전체,7.88
