국가명,기준연월,소비금액
중국,202401,9992519.0
중국,202402,6934823.0
중국,202403,8137467.0
중국,202404,1.0100156E7
중국,202405,9558097.0
중국,202406,1.0663229E7
중국,202407,1.0470309E7
중국,202408,1.1731754E7
중국,202409,1.2246266E7
중국,202410,1.2415687E7
중국,202411,1.2142115E7
중국,202412,1.4049711E7
