국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,3.73
중국,성형외과,6.23
중국,안과,0.77
중국,약국,60.35
중국,치과,2.9
중국,피부과,23.85
중국,한약방,0.26
중국,한의학과,1.9
