국가명,KTO카테고리소분류,소비금액비율(카테고리별)
태국,대학/종합병원,3.47
태국,성형외과,84.77
태국,안과,0.27
태국,약국,2.18
태국,치과,1.4
태국,피부과,7.36
태국,한약방,0.01
태국,한의학과,0.55
