국가명,기준연월,소비건수
태국,201801,398.0
태국,201802,329.0
태국,201803,511.0
태국,201804,639.0
태국,201805,520.0
태국,201806,616.0
태국,201807,590.0
태국,201808,504.0
태국,201809,469.0
태국,201810,647.0
태국,201811,618.0
태국,201812,677.0
