기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201801,태국,성형외과,88.39
201801,태국,피부과,5.17
201801,태국,대학/종합병원,3.81
201801,태국,약국,1.38
201801,태국,치과,0.57
201801,태국,안과,0.01
201801,태국,한의학과,0.63
201801,태국,한약방,0.03
201802,태국,성형외과,89.09
201802,태국,피부과,3.47
201802,태국,대학/종합병원,3.47
201802,태국,약국,1.57
201802,태국,치과,1.63
201802,태국,안과,0.73
201802,태국,한의학과,0.04
201802,태국,한약방,0.0
201803,태국,성형외과,88.37
201803,태국,피부과,5.94
201803,태국,대학/종합병원,2.54
201803,태국,약국,2.09
201803,태국,치과,0.9
201803,태국,안과,0.01
201803,태국,한의학과,0.14
201803,태국,한약방,0.0
201804,태국,성형외과,86.56
201804,태국,피부과,5.93
201804,태국,대학/종합병원,3.02
201804,태국,약국,1.84
201804,태국,치과,1.55
201804,태국,안과,0.02
201804,태국,한의학과,1.07
201804,태국,한약방,0.01
201805,태국,성형외과,81.88
201805,태국,피부과,13.33
201805,태국,대학/종합병원,0.93
201805,태국,약국,1.81
201805,태국,치과,1.98
201805,태국,안과,0.02
201805,태국,한의학과,0.05
201805,태국,한약방,0.01
201806,태국,성형외과,79.53
201806,태국,피부과,6.01
201806,태국,대학/종합병원,7.93
201806,태국,약국,1.8
201806,태국,치과,2.24
201806,태국,안과,1.85
201806,태국,한의학과,0.64
201806,태국,한약방,0.0
201807,태국,성형외과,83.44
201807,태국,피부과,7.37
201807,태국,대학/종합병원,3.11
201807,태국,약국,2.51
201807,태국,치과,1.36
201807,태국,안과,0.07
201807,태국,한의학과,2.14
201807,태국,한약방,0.0
201808,태국,성형외과,87.09
201808,태국,피부과,4.53
201808,태국,대학/종합병원,4.45
201808,태국,약국,2.21
201808,태국,치과,0.99
201808,태국,안과,0.32
201808,태국,한의학과,0.4
201808,태국,한약방,0.01
201809,태국,성형외과,76.0
201809,태국,피부과,12.43
201809,태국,대학/종합병원,3.88
201809,태국,약국,3.46
201809,태국,치과,3.22
201809,태국,안과,0.02
201809,태국,한의학과,1.0
201810,태국,성형외과,80.22
201810,태국,피부과,11.4
201810,태국,대학/종합병원,3.32
201810,태국,약국,2.98
201810,태국,치과,1.82
201810,태국,안과,0.0
201810,태국,한의학과,0.25
201810,태국,한약방,0.01
201811,태국,성형외과,91.13
201811,태국,피부과,3.95
201811,태국,대학/종합병원,2.0
201811,태국,약국,2.01
201811,태국,치과,0.41
201811,태국,안과,0.22
201811,태국,한의학과,0.28
201812,태국,성형외과,80.13
201812,태국,피부과,10.21
201812,태국,대학/종합병원,5.43
201812,태국,약국,3.19
201812,태국,치과,0.98
201812,태국,안과,0.04
201812,태국,한의학과,0.01
201812,태국,한약방,0.0
