,국가명,KTO카테고리소분류,소비금액비율
201801,태국,전체,1.85
201802,태국,전체,1.9
201803,태국,전체,2.12
201804,태국,전체,2.99
201805,태국,전체,2.8
201806,태국,전체,2.3
201807,태국,전체,2.15
201808,태국,전체,2.25
201809,태국,전체,1.31
201810,태국,전체,1.92
201811,태국,전체,2.77
201812,태국,전체,1.73
