국가명,KTO카테고리소분류,소비건수비율(카테고리별)
태국,대학/종합병원,10.54
태국,성형외과,24.32
태국,안과,1.06
태국,약국,44.57
태국,치과,3.73
태국,피부과,13.79
태국,한약방,0.52
태국,한의학과,1.47
