기준연월,시도명,소비금액_(전체)
202501,대전광역시,129360.0
202502,대전광역시,181112.0
202503,대전광역시,144704.0
202504,대전광역시,227984.0
202505,대전광역시,187074.0
202506,대전광역시,257160.0
202507,대전광역시,246970.0
202508,대전광역시,181622.0
202509,대전광역시,222182.0
202510,대전광역시,234517.0
202511,대전광역시,236726.0
202512,대전광역시,269036.0
