기준연월,시도명,소비건수_(전체)
202501,대전광역시,1123.0
202502,대전광역시,992.0
202503,대전광역시,1440.0
202504,대전광역시,1672.0
202505,대전광역시,1730.0
202506,대전광역시,1757.0
202507,대전광역시,1830.0
202508,대전광역시,1218.0
202509,대전광역시,1830.0
202510,대전광역시,1817.0
202511,대전광역시,1915.0
202512,대전광역시,2017.0
