국가명,KTO카테고리소분류,소비건수비율(카테고리별)
미국,대학/종합병원,32.98
미국,성형외과,2.63
미국,안과,2.27
미국,약국,37.97
미국,치과,10.03
미국,피부과,8.8
미국,한약방,0.05
미국,한의학과,5.28
