국가명,기준연월,소비건수
미국,202101,18566.0
미국,202102,17850.0
미국,202103,22158.0
미국,202104,23371.0
미국,202105,23984.0
미국,202106,30120.0
미국,202107,36427.0
미국,202108,30532.0
미국,202109,25570.0
미국,202110,28612.0
미국,202111,30038.0
미국,202112,26468.0
