국가명,KTO카테고리소분류,소비금액비율(카테고리별)
미국,대학/종합병원,33.39
미국,성형외과,17.11
미국,안과,3.46
미국,약국,6.89
미국,치과,17.82
미국,피부과,17.08
미국,한약방,0.04
미국,한의학과,4.2
