방문자 거주지,방문지,방문자 수 비율(%)
중국,경기도,26.9
중국,서울특별시,24.7
중국,인천광역시,9.1
중국,제주특별자치도,7.2
중국,부산광역시,4.2
중국,충청남도,4.1
중국,전라남도,4.0
중국,경상남도,3.9
중국,경상북도,3.0
중국,전북특별자치도,2.6
중국,충청북도,2.4
중국,대구광역시,1.9
중국,광주광역시,1.5
중국,대전광역시,1.4
중국,울산광역시,1.4
중국,강원특별자치도,1.4
중국,세종특별자치시,0.5
