기준연월,시도명,소비금액_(전체)
202501,부산광역시,2434584.0
202502,부산광역시,2570092.0
202503,부산광역시,3935563.0
202504,부산광역시,4756895.0
202505,부산광역시,5176069.0
202506,부산광역시,4877844.0
202507,부산광역시,4333156.0
202508,부산광역시,3956424.0
202509,부산광역시,6084233.0
202510,부산광역시,5426594.0
202511,부산광역시,6768215.0
202512,부산광역시,8225679.0
