국가명,KTO카테고리소분류,소비금액비율(카테고리별)
태국,대학/종합병원,1.42
태국,성형외과,37.74
태국,안과,0.16
태국,약국,4.19
태국,치과,0.81
태국,피부과,55.4
태국,한약방,0.0
태국,한의학과,0.27
