국가명,KTO카테고리소분류,소비건수비율(카테고리별)
태국,대학/종합병원,2.66
태국,성형외과,6.69
태국,안과,0.33
태국,약국,54.4
태국,치과,1.3
태국,피부과,34.09
태국,한약방,0.08
태국,한의학과,0.45
