,국가명,KTO카테고리소분류,소비건수비율
202501,태국,전체,1.52
202502,태국,전체,1.66
202503,태국,전체,1.53
202504,태국,전체,2.21
202505,태국,전체,1.68
202506,태국,전체,1.26
202507,태국,전체,1.36
202508,태국,전체,1.14
202509,태국,전체,1.22
202510,태국,전체,2.08
202511,태국,전체,1.82
202512,태국,전체,2.32
