국가명,KTO카테고리소분류,소비금액비율(카테고리별)
태국,대학/종합병원,16.66
태국,성형외과,25.95
태국,안과,1.1
태국,약국,7.82
태국,치과,15.16
태국,피부과,31.69
태국,한약방,0.23
태국,한의학과,1.4
