,국가명,KTO카테고리소분류,소비금액비율
202101,태국,전체,0.46
202102,태국,전체,0.42
202103,태국,전체,0.59
202104,태국,전체,0.52
202105,태국,전체,0.49
202106,태국,전체,0.57
202107,태국,전체,0.34
202108,태국,전체,0.32
202109,태국,전체,0.53
202110,태국,전체,0.36
202111,태국,전체,0.56
202112,태국,전체,0.65
