기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202101,태국,약국,48.73
202101,태국,대학/종합병원,10.59
202101,태국,피부과,12.71
202101,태국,치과,17.8
202101,태국,성형외과,5.93
202101,태국,한의학과,3.39
202101,태국,한약방,0.42
202101,태국,안과,0.42
202102,태국,약국,50.25
202102,태국,대학/종합병원,10.84
202102,태국,피부과,8.87
202102,태국,치과,17.73
202102,태국,성형외과,5.42
202102,태국,한의학과,3.94
202102,태국,안과,2.96
202103,태국,약국,45.93
202103,태국,대학/종합병원,15.45
202103,태국,피부과,9.35
202103,태국,치과,10.16
202103,태국,성형외과,10.16
202103,태국,한의학과,7.32
202103,태국,안과,1.63
202104,태국,약국,50.2
202104,태국,대학/종합병원,14.9
202104,태국,피부과,10.98
202104,태국,치과,9.41
202104,태국,성형외과,7.06
202104,태국,한의학과,4.31
202104,태국,한약방,0.39
202104,태국,안과,2.75
202105,태국,약국,59.41
202105,태국,대학/종합병원,12.13
202105,태국,피부과,9.21
202105,태국,치과,7.95
202105,태국,성형외과,6.69
202105,태국,한의학과,2.51
202105,태국,안과,2.09
202106,태국,약국,45.42
202106,태국,대학/종합병원,9.54
202106,태국,피부과,17.18
202106,태국,치과,12.6
202106,태국,성형외과,9.54
202106,태국,한의학과,4.58
202106,태국,안과,1.15
202107,태국,약국,48.26
202107,태국,대학/종합병원,19.69
202107,태국,피부과,9.27
202107,태국,치과,11.2
202107,태국,성형외과,8.49
202107,태국,한의학과,1.93
202107,태국,안과,1.16
202108,태국,약국,54.24
202108,태국,대학/종합병원,13.65
202108,태국,피부과,7.01
202108,태국,치과,12.92
202108,태국,성형외과,8.86
202108,태국,한의학과,2.58
202108,태국,안과,0.74
202109,태국,약국,43.52
202109,태국,대학/종합병원,27.57
202109,태국,피부과,10.63
202109,태국,치과,9.63
202109,태국,성형외과,5.32
202109,태국,한의학과,1.0
202109,태국,한약방,1.33
202109,태국,안과,1.0
202110,태국,약국,59.18
202110,태국,대학/종합병원,15.51
202110,태국,피부과,8.23
202110,태국,치과,8.23
202110,태국,성형외과,6.65
202110,태국,한의학과,1.9
202110,태국,안과,0.32
202111,태국,약국,43.47
202111,태국,대학/종합병원,31.53
202111,태국,피부과,7.43
202111,태국,치과,8.11
202111,태국,성형외과,6.08
202111,태국,한의학과,2.03
202111,태국,안과,1.35
202112,태국,약국,43.77
202112,태국,대학/종합병원,31.3
202112,태국,피부과,8.59
202112,태국,치과,8.31
202112,태국,성형외과,5.54
202112,태국,한의학과,1.11
202112,태국,한약방,0.83
202112,태국,안과,0.55
