,국가명,KTO카테고리소분류,소비건수비율
202101,태국,전체,0.72
202102,태국,전체,0.65
202103,태국,전체,0.64
202104,태국,전체,0.65
202105,태국,전체,0.59
202106,태국,전체,0.53
202107,태국,전체,0.46
202108,태국,전체,0.53
202109,태국,전체,0.67
202110,태국,전체,0.64
202111,태국,전체,0.82
202112,태국,전체,0.7
