기준연월,시도명,소비건수_(전체)
202501,제주특별자치도,2608.0
202502,제주특별자치도,2201.0
202503,제주특별자치도,3400.0
202504,제주특별자치도,5351.0
202505,제주특별자치도,5993.0
202506,제주특별자치도,5892.0
202507,제주특별자치도,5747.0
202508,제주특별자치도,6191.0
202509,제주특별자치도,7300.0
202510,제주특별자치도,7161.0
202511,제주특별자치도,6892.0
202512,제주특별자치도,7306.0
