기준연월,시도명,소비금액_(전체)
202501,경상북도,119295.0
202502,경상북도,83895.0
202503,경상북도,137571.0
202504,경상북도,141286.0
202505,경상북도,172882.0
202506,경상북도,183858.0
202507,경상북도,167795.0
202508,경상북도,134735.0
202509,경상북도,219688.0
202510,경상북도,125386.0
202511,경상북도,165558.0
202512,경상북도,183585.0
