기준연월,시도명,소비건수_(전체)
202501,경상북도,1191.0
202502,경상북도,908.0
202503,경상북도,1478.0
202504,경상북도,2114.0
202505,경상북도,1964.0
202506,경상북도,1952.0
202507,경상북도,1658.0
202508,경상북도,1310.0
202509,경상북도,1859.0
202510,경상북도,1996.0
202511,경상북도,2155.0
202512,경상북도,1993.0
