기준연월,시도명,소비금액_(전체)
2018,부산광역시,1.2645461E7
2019,부산광역시,1.8063176E7
2020,부산광역시,7572234.0
2021,부산광역시,4651376.0
2022,부산광역시,6138097.0
2023,부산광역시,1.0174321E7
2024,부산광역시,2.3539258E7
2025,부산광역시,5.8545349E7
2026,부산광역시,4.9807906E7
