기준연월,시도명,소비건수_(전체)
2018,부산광역시,37352.0
2019,부산광역시,50295.0
2020,부산광역시,27943.0
2021,부산광역시,26014.0
2022,부산광역시,40366.0
2023,부산광역시,67154.0
2024,부산광역시,111064.0
2025,부산광역시,240660.0
2026,부산광역시,261691.0
