기준연월,시도명,소비건수_(전체)
202501,세종특별자치시,256.0
202502,세종특별자치시,191.0
202503,세종특별자치시,257.0
202504,세종특별자치시,247.0
202505,세종특별자치시,308.0
202506,세종특별자치시,332.0
202507,세종특별자치시,326.0
202508,세종특별자치시,247.0
202509,세종특별자치시,268.0
202510,세종특별자치시,279.0
202511,세종특별자치시,295.0
202512,세종특별자치시,376.0
