기준연월,시도명,소비금액_(전체)
202501,세종특별자치시,21797.0
202502,세종특별자치시,19412.0
202503,세종특별자치시,34434.0
202504,세종특별자치시,49786.0
202505,세종특별자치시,45900.0
202506,세종특별자치시,46979.0
202507,세종특별자치시,47409.0
202508,세종특별자치시,27783.0
202509,세종특별자치시,26342.0
202510,세종특별자치시,23717.0
202511,세종특별자치시,29191.0
202512,세종특별자치시,37836.0
