,국가명,KTO카테고리소분류,소비건수비율
202301,대만,전체,1.51
202302,대만,전체,1.88
202303,대만,전체,1.72
202304,대만,전체,1.86
202305,대만,전체,1.55
202306,대만,전체,2.01
202307,대만,전체,1.85
202308,대만,전체,2.13
202309,대만,전체,2.45
202310,대만,전체,2.15
202311,대만,전체,2.17
202312,대만,전체,2.72
