기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202301,대만,약국,64.73
202301,대만,피부과,15.53
202301,대만,성형외과,8.52
202301,대만,대학/종합병원,5.33
202301,대만,치과,2.63
202301,대만,안과,1.35
202301,대만,한의학과,1.35
202301,대만,한약방,0.56
202302,대만,약국,58.25
202302,대만,피부과,19.69
202302,대만,성형외과,11.93
202302,대만,대학/종합병원,4.44
202302,대만,치과,2.43
202302,대만,안과,0.9
202302,대만,한의학과,1.87
202302,대만,한약방,0.49
202303,대만,약국,58.74
202303,대만,피부과,21.38
202303,대만,성형외과,12.07
202303,대만,대학/종합병원,2.97
202303,대만,치과,2.19
202303,대만,안과,0.88
202303,대만,한의학과,1.09
202303,대만,한약방,0.68
202304,대만,약국,60.23
202304,대만,피부과,22.82
202304,대만,성형외과,9.81
202304,대만,대학/종합병원,2.99
202304,대만,치과,1.79
202304,대만,안과,0.68
202304,대만,한의학과,1.24
202304,대만,한약방,0.44
202305,대만,약국,59.98
202305,대만,피부과,19.01
202305,대만,성형외과,13.88
202305,대만,대학/종합병원,3.44
202305,대만,치과,1.7
202305,대만,안과,0.13
202305,대만,한의학과,1.3
202305,대만,한약방,0.57
202306,대만,약국,58.67
202306,대만,피부과,20.6
202306,대만,성형외과,13.73
202306,대만,대학/종합병원,2.75
202306,대만,치과,1.34
202306,대만,안과,0.99
202306,대만,한의학과,1.6
202306,대만,한약방,0.32
202307,대만,약국,61.48
202307,대만,피부과,17.88
202307,대만,성형외과,12.83
202307,대만,대학/종합병원,3.83
202307,대만,치과,1.36
202307,대만,안과,0.93
202307,대만,한의학과,1.29
202307,대만,한약방,0.39
202308,대만,약국,61.54
202308,대만,피부과,19.6
202308,대만,성형외과,12.17
202308,대만,대학/종합병원,3.55
202308,대만,치과,1.16
202308,대만,안과,0.89
202308,대만,한의학과,0.68
202308,대만,한약방,0.41
202309,대만,약국,55.19
202309,대만,피부과,23.72
202309,대만,성형외과,15.3
202309,대만,대학/종합병원,3.14
202309,대만,치과,0.97
202309,대만,안과,0.51
202309,대만,한의학과,0.81
202309,대만,한약방,0.35
202310,대만,약국,56.37
202310,대만,피부과,23.14
202310,대만,성형외과,14.91
202310,대만,대학/종합병원,2.36
202310,대만,치과,1.43
202310,대만,안과,0.49
202310,대만,한의학과,1.0
202310,대만,한약방,0.31
202311,대만,약국,50.45
202311,대만,피부과,25.08
202311,대만,성형외과,18.57
202311,대만,대학/종합병원,2.76
202311,대만,치과,1.5
202311,대만,안과,0.66
202311,대만,한의학과,0.66
202311,대만,한약방,0.34
202312,대만,약국,48.12
202312,대만,피부과,27.38
202312,대만,성형외과,18.87
202312,대만,대학/종합병원,2.26
202312,대만,치과,1.26
202312,대만,안과,1.19
202312,대만,한의학과,0.56
202312,대만,한약방,0.36
