국가명,KTO카테고리소분류,소비금액비율(카테고리별)
대만,대학/종합병원,5.5
대만,성형외과,38.98
대만,안과,1.32
대만,약국,3.82
대만,치과,1.28
대만,피부과,48.29
대만,한약방,0.02
대만,한의학과,0.78
