국가명,KTO카테고리소분류,소비건수비율(카테고리별)
대만,대학/종합병원,3.09
대만,성형외과,14.35
대만,안과,0.77
대만,약국,56.71
대만,치과,1.51
대만,피부과,22.13
대만,한약방,0.41
대만,한의학과,1.03
